ASV_ID	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
b33ba7a8f43635029744e08a0158bf88	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata				
414d71c9ae0ad7f9361fcb3f3045670f	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata				
0ec058c6e765d4a833b6ef9f3be4c52e	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata				
0bb6dbb350a762aa6f86335401b040fe	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata				
9b0cf77ab2be5c1492392fb1540bb358	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata				
b9625e35ae4091882963feab9a1101d6	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Enchytraeida	f__Enchytraeidae	g__Grania	s__Grania brasiliensis
4afb92d576a7ffbb3842c3aeebf23daf	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Enchytraeida	f__Enchytraeidae	g__Grania	s__Grania brasiliensis
fa996bcd6a21a9e31c5e5375bd4083ff	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Haplotaxida			
153f81773e92707ef29e6cda894dd636	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Haplotaxida	f__Megascolecidae	g__Amynthas	
a8a432b27924106e1ac9e13c9c0370c4	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Haplotaxida	f__Megascolecidae	g__Amynthas	
ff07676dc57405c746c67f5e079aa5e1	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Haplotaxida	f__Megascolecidae	g__Amynthas	
93505c10b908fdf75792bd010ad62d5d	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Haplotaxida	f__Megascolecidae	g__Amynthas	
224301531a639b9b94ebfb33a8ab8931	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Hirudinida	f__Glossiphoniidae	g__Glossiphonia	s__Glossiphonia complanata
c54bf9997bf1d253f4ad51fed0aeb59a	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Hirudinida	f__Glossiphoniidae	g__Glossiphonia	s__Glossiphonia complanata
cb1899538015de0446e308a39ca6b999	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Hirudinida	f__Glossiphoniidae	g__Glossiphonia	s__Glossiphonia complanata
f805624ef382c0ef7386fdbf259ada52	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Hirudinida	f__Glossiphoniidae	g__Glossiphonia	s__Glossiphonia complanata
06e6366c0885d8da2a8c02b972788c15	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Hirudinida	f__Glossiphoniidae	g__Glossiphonia	s__Glossiphonia complanata
e9dc1cd71d98d103de1e597f39a1cc47	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Hirudinida	f__Glossiphoniidae	g__Glossiphonia	s__Glossiphonia complanata
e76e3dfb3a5fedb51de86718da9ca9be	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Hirudinida	f__Glossiphoniidae	g__Glossiphonia	s__Glossiphonia complanata
92ec7f6c5fb3bb5a0b125006a765c946	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Hirudinida	f__Glossiphoniidae	g__Glossiphonia	s__Glossiphonia complanata
ec2b6896282acb8e4f2f131e8946246c	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Hirudinida	f__Glossiphoniidae	g__Glossiphonia	s__Glossiphonia complanata
7360c74a14c0bfcd5024d0ab8645b859	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Hirudinida	f__Glossiphoniidae	g__Glossiphonia	s__Glossiphonia complanata
38cbbcf22bcd86999555d5c2a69af09f	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Hirudinida	f__Glossiphoniidae	g__Glossiphonia	s__Glossiphonia complanata
5413a6614364d4359537a985d38e20ed	d__Eukaryota	k__Metazoa	p__Annelida	c__Clitellata	o__Hirudinida	f__Glossiphoniidae	g__Glossiphonia	s__Glossiphonia complanata
59d4c51de0a1905a5cec38438317def3	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta				
7d8c994eeb924032ebf6cc33494fb503	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta				
a7a675a89c969c3aceff97c624b20af5	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta		f__Chaetopteridae	g__Phyllochaetopterus	
435823eb41328738d2a2b3a0c3301a13	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta		f__Chaetopteridae	g__Phyllochaetopterus	
11cc12f406bf947d979c56075f887de5	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta		f__Dinophilidae	g__Dimorphilus	s__Dimorphilus gyrociliatus
c8b5bfd1196f774b20c60073fdc553d8	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta		f__Dinophilidae	g__Dimorphilus	s__Dimorphilus gyrociliatus
485daa63ad4fc0f86b4650ab004f51a6	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta		f__Dinophilidae	g__Dimorphilus	s__Dimorphilus gyrociliatus
79a71e4bd86135ea269e5db58df1039b	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta		f__Opheliidae	g__Ophelina	
ab55fcb5a582065f0cc7f13b9443afe5	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta		f__Opheliidae	g__Ophelina	
9af4d27e8188f3debd9e6c25560d9f14	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta		f__Opheliidae	g__Ophelina	
5bbce8a6be87f76014cde93e31cf0599	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta		f__Opheliidae	g__Ophelina	
410d5214f361520a8090415aed72530f	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	f__Capitellidae			
7ff2c010f23b94089acd6695fc2907e5	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	f__Orbiniidae			
e5da3c6d9bb30efd4e8ad157e8d7f118	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	f__Orbiniidae			
b2fa626739a06913b0f013bfd275776d	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Eunicida	f__Eunicidae	g__Marphysa	
a3d7e746a82105d67fcf7c248b43acfe	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Eunicida	f__Eunicidae	g__Marphysa	
81be73896cb0fb1c3317184a71e4c52f	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida			
02b53c5a55ed24ea7a6a751a5d2a220d	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida			
51b282006c81e366b15d4c0173f0bc2c	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida			
9a6f0f884d2427432b2e3d697a90fb20	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida			
b9fa0419096ea34466ae25d056fd6cb9	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida			
3f9e30650996c91ecb67b7af850db835	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida			
d5f71fc367f2c6503d4ffa3451b6d0a7	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida			
6031d10e225d57e81eb9565e3965fd0d	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida			
3018a3888393d49d5a873e364be96cf1	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida			
64b9f23cc93636104fa375b0d40277c5	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida			
71f7ab3ada0f375436720248e74db239	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida			
5b2f9471ec0f32e5408fce7e4166af2b	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida			
303025d1a84e0d545c7f44a03a9a5ad9	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida			
b71f0367d577acaaa01d68ce123d9205	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida			
e49c39d686c2d03ee0b5452e3835cba3	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Chrysopetalidae	g__Paleanotus	
c72fdfe0d66112e9f11a64192d4ad0ec	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Chrysopetalidae	g__Paleanotus	
b50cdc5e6b5f6917a9e7a578d025d83f	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Chrysopetalidae	g__Paleanotus	
de74964bf2f78d7e3712f1432114f684	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Chrysopetalidae	g__Paleanotus	
ac45fff33b45d1b4dc868e3bd0a69048	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Chrysopetalidae	g__Paleanotus	
45517d4c70ae75521323bae6ecbba1ab	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Chrysopetalidae	g__Paleanotus	
b272c469f8f02ae0e6139c4bc5eaa305	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Chrysopetalidae	g__Paleanotus	
f448305f364b9116bea40019662b9318	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Chrysopetalidae	g__Paleanotus	
db7150ace643ebfd779557071f30bd85	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Nephtyidae	g__Nephtys	
48468a82bde878c9f7263436f42c1cc3	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Nephtyidae	g__Nephtys	
64ff06e795741cc936314ecb5d417415	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Nephtyidae	g__Nephtys	
03ea59a39a53cce254734f051189b61e	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Nereididae		
a20b95f0493dafcb1fcb35cdc242d03a	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Nereididae		
2457c4392932b937400c10580bd50a54	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Nereididae	g__Neanthes	
00f86f94228dd1b03378037f038f154b	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Nereididae	g__Neanthes	
0e37bc8f3ba47b528be370b73dbd4382	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Nereididae	g__Neanthes	
63bd0e1d1d469ccce9f2e84fa3729da3	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Nereididae	g__Neanthes	
1940f5287c0e855cb8a4a81813cc044f	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Nereididae	g__Neanthes	
342ca705155b4973216e968f27e72cdc	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Nereididae	g__Neanthes	
4edbd6bd0175086225df6cd91646c947	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Phyllodocidae		
bd1a44b088bbd4f818f279d511082359	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Phyllodocidae		
26f2065a0d556c5e157bab01b4805129	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Phyllodocidae		
b51796677df7757e931e185d2a5e91ca	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Phyllodocidae		
d441141dc098844b6becae4740097415	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Phyllodocidae	g__Eulalia	
267120ab18bec12c163190212456ce5d	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
19b7aadfe8ec6c41eb42ecbbb49fdf16	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
afffcea95484f80cad50188e5011cf83	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
f5a1ff7438e699a85a069aed60a5dbb3	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
12e54f5aa7859bbe5ad5ff9c5211f4c8	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
668a8b0c93efd37fc1a0b7c66b5efeaf	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
1a911e73556f34ba40177b7cd0a213fd	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
571101df007481ec6722daf471b23c24	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
cf9995c108dc4bcda968572ec02d3396	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
e722f1c02a3a45a670eab88e8e255abc	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
76b68a0ab7c5bb3a5723cc8c3da52941	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
16ab736152d88eb20d4a9402281708b4	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
988496b5788d70d3e897606bdb7f3220	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
8657e133fce011b90b987c58206dbc0d	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
fac2252682ca58e5ca5b797b72dd221d	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae		
2efdae0ba0ca4759b39c416344f13588	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae	g__Lepidonotus	
b2c61c4a45af4cece45721920c957c3b	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae	g__Lepidonotus	
84faa603ea912265aa6c0cf4ea2dce85	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Polynoidae	g__Polyeunoa	s__Polyeunoa laevis
7068e6834702c4134d9ed7ef73c5c382	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae		
cd04f7c3f5f6d4b23c92fe90eac25106	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae		
c0ed048eb3101407c4ae5fbe3bf980a0	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae		
35483e2349fbb2e9924adbadac9092f0	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Haplosyllis	
d575fab2fefe5c3372f2322e4c9c7f2d	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Haplosyllis	
d9f72be0695cc1f32b46087cda73b461	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Haplosyllis	
4b8f83ac7923e8583d9e8d5114116245	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Haplosyllis	
17a8df3b84dcea0f4a8af6d36a2e7189	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Haplosyllis	
dcee61b04e84e383973ea6bd66f1724d	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Haplosyllis	
5777dfeb3eb3376bf0253344e20e14ca	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Haplosyllis	
d7866063f3ed7090b0ad5a5ca0ce9019	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Haplosyllis	
72e088d0d754ca4ebc54e1403b221831	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Myrianida	s__Myrianida australiensis
525c57a347229e003d7a3f19a758b873	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Myrianida	s__Myrianida australiensis
6db68b9ec2606766ea1f8198fba8e2f5	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	
cb08534d917cd95b956eba90bb8bdc89	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis freycinetensis
2ba7658276880cd26d3ff376f10c79e1	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis freycinetensis
72789349c844e15d14127dd1344924c9	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis freycinetensis
fc30f64270b2b5f702ec2a240daf81ef	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis freycinetensis
3ff61313cc0d03157ba41381580bd592	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis freycinetensis
b179a9baa9127b502986c4a29405da71	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis freycinetensis
254b646896dfef36143faf62cf983fa4	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis phosphorea
d6b8f03f343c09936d72f0b6fc7d0909	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis phosphorea
e6a1a561e489b12ce11ef73e1b0aa93b	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis phosphorea
47d8eb30fc4e99bad49d6e02f13fb741	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis phosphorea
6ebed02ba4836934e227020fb5309741	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis phosphorea
3373fe76bd79b25bff6c31bac68f89eb	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis phosphorea
147131a438d83ba048eb91d50a6bf168	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis phosphorea
898b590d2b68664efc610d5b4be34583	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis phosphorea
ad5e2520524c4965a5acaa79dab061c0	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis phosphorea
e3baff2e09f0964317be156f333d25c8	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis phosphorea
b3b8800a90cbb86a8be3b5c55186efd1	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis phosphorea
8bb25b5fc8eb1c50d9ec7b6489eedb31	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis phosphorea
7c087e6110caf41fdb8da4051b91995f	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis phosphorea
e5e834a0c2cd72074013b304026b4182	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Odontosyllis	s__Odontosyllis phosphorea
ff32abdadca81ab4b768f853f29f9824	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Parahaplosyllis	s__Parahaplosyllis kumpol
e70d7ffa1e5d4db8e87c16a58052a5d0	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Parahaplosyllis	s__Parahaplosyllis kumpol
18de6d70970cd3002d750752cf0d163f	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Parahaplosyllis	s__Parahaplosyllis kumpol
3413ada21193956072e403afb0c78552	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Syllis	
b70ce1f9a46e2ab09c78ef809b692c73	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Syllis	
79bfd0049a774c93220524c5cd3f66b4	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Syllis	s__Syllis crassicirrata
80ad1f106976972d92464a52b95df495	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Syllis	s__Syllis crassicirrata
8dffe98cc7d231e3833ace313467b187	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Syllis	s__Syllis crassicirrata
d7cb1ce494d7da135f3b9d69c02ef027	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Syllis	s__Syllis crassicirrata
2f8b11d8a3012fddc04a7f8b6f60ed71	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Syllis	s__Syllis gracilis
d466f47ad18dd090aa9d9153bb323b01	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Syllis	s__Syllis gracilis
6f58f0fac5fa7749e1f643ade7204257	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Syllis	s__Syllis gracilis
3c774c176c565e087b0074d0bfcfd217	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Syllis	s__Syllis gracilis
3f1990f8c26769fea4950d23f1ab43d5	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Syllis	s__Syllis gracilis
3322c06ee457ad88e72d5f36c244d767	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Syllis	s__Syllis magellanica
c5dda52e5b0076025f1397ee6c55fb47	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Syllis	s__Syllis vittata
1f687c89c87c766aa24ba928a1473552	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
8eb2036a232024da3b3df4099f61df62	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
815cc75c3b358eb8f4e4d954dc357cae	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
363110c8a78fb817b997ff6e6de572e9	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
56ba666daf4a2ae5dbe36f1320b8273a	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
6a6b9daec9da8a1a661bd9ae2125c3aa	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
93a11aa609aae2c24987241264a1afad	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
ffafdeee301c0953901a836bb61569d9	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
c3ee2ed326dd4a20217b3370d2f6fb37	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
48621e8c32a0b6213007821acea6b486	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
9a0261a7e849b9eabad729b1ab1eedaa	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
d56bc1c533a0c63f330105ed789ffac6	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
85e3a1e950b9c782e4fb6f65ecc510d3	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
09d467c2d41528ac111b729abfae7a4f	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
bdeba26a367be9eb76c30c4295d9171e	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
41e1823a1ab8ac59bee6c2e57abca4dc	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
3ce695c9ad395ac89b950be0e9a32ce5	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
6da9d34174bec417015fb339cb393913	d__Eukaryota	k__Metazoa	p__Annelida	c__Polychaeta	o__Phyllodocida	f__Syllidae	g__Trypanosyllis	s__Trypanosyllis taboadai
