ASV_ID	Domain	Kingdom	Phylum	Class	Order	Family	Genus	Species
d4ae41740ec6df47ce7b0d6907fa3d9d	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae		
f01abc908056813d84bb13eab548abef	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae		
e4d964116e60ff60295f251be93031e1	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae		
de10505f09c48c847a18b54d73ed5176	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae		
d43a050a07c6db47304b722cc82f066c	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae		
7b9f129bcd1167d3e1e2bee720260bfe	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae		
eec702824b9671753de1ab39576a912b	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae		
ad438a21635750a168f7e1f6b7f97bd5	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae		
37bb793a8a67024f95ba8b38a97ee148	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae		
c1d6fc3a0e0df6fd542e16785c556fdb	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Cylindrotheca	s__Cylindrotheca closterium
52353acc5209086e35afbba03eeeb97d	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Cylindrotheca	s__Cylindrotheca closterium
c84d23a84e8429eaff694f4ab9ac3e98	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Cylindrotheca	s__Cylindrotheca closterium
b223404a9c3b431bd2ff40ab7a18ef9f	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Cylindrotheca	s__Cylindrotheca closterium
3eaa33f097f8b2fd77ce875e51086c57	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Cylindrotheca	s__Cylindrotheca closterium
b8304994958988b2e5e4d9d40b879f2f	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Cylindrotheca	s__Cylindrotheca closterium
b387782fb1ed65db9f89ba8ff20b9993	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Cylindrotheca	s__Cylindrotheca closterium
73adbf1ce4d8ae4a89ed5ba5549dadd5	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Fragilariopsis	s__Fragilariopsis cylindrus
0b196b245524d15199a705a9d94110b6	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	
e44568fc3ae41e01037ec6f5d5ff6951	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	
e055dc7467bdbb7129c6473c0dcb0e62	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	
3bd247a9c1352d315f1db71ca153a517	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	
ca4df3eac907a658a4c372c327b2d78e	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	
049ac516f915a85450c2c07ec6326b42	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	
f4b8584c021afe7774d04ee1a3afc6d8	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	
905cb472ae6e334b3b8c645050ff298f	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	
dc4bd447d887ef4eecd9d20c5dfd3ed6	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	
2d26822fb19d12990c58541ee81a3df0	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	s__Nitzschia alba
9a57216e56b43eb4ff2b2c2acf98a790	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	s__Nitzschia alba
a485d743c11fecb049b9454c3a51b35e	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	s__Nitzschia alba
ee6239e78c9743520922e9a4e5055578	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	s__Nitzschia alba
2e1786f5c46d6aa167bacdd59a041ef8	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	s__Nitzschia alba
a725c7910fd22ba32393eb868d63e72e	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	s__Nitzschia alba
112ec75353e52b334de83724b37d43be	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	s__Nitzschia frustulum
9e77125f7ee61d4f432b677021022966	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Bacillariales	f__Bacillariaceae	g__Nitzschia	s__Nitzschia palea
818809a50e9b2401d9677ac7d467c0a0	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Cymbellales	f__Gomphonemataceae	g__Gomphonema	s__Gomphonema clevei
0bd3b47e2f58d9c900fd4e80fd635a63	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Cymbellales	f__Gomphonemataceae	g__Gomphonema	s__Gomphonema clevei
0262787a3e5275a4a0456526d06d5531	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Cymbellales	f__Gomphonemataceae	g__Gomphonema	s__Gomphonema parvulum
87c7a69c14f7909e99716bc87b1299e2	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
ae1ae5a56bf1d0f991d06fbbb6585840	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
0ae91878c34f0824ed257da0f014e8a4	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
7ec26e142177209c2a2e9bddb64da924	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
0a34b9e87860f5306feb2d3acea2fb34	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
0ff1d6767d5ae74ac3894552396c723e	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
5df1b54342b70e8398147cae037a94fc	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
e644e7d336a23ec8fa877cdaa66e5a1d	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
371523f36debdb47fd4a4c33ee3a539e	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
6011b55df3c1ac0db7b75a9b71a923cd	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
e4fef0d9886598564c7e41f3d91aa93e	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
c8f19f19142bf3ae1723fc525b9d02fa	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
2cb2e247fc2037cc594cfb8d9b959147	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
6a2dfc6e386eaf135c92a2864827c00c	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
e5d74a625f2aa98f4f5288f193f03dee	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
fa97cc76bc8fde51ad501dd6e6b2d9bd	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
65a472a143a257d82890895942c2b692	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
5a219c42b97b6b234d6b63dc5e41a80b	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
1e74953fdef2ca14bccf0716b8312f2f	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
a59a016a6389fac2eccaffc9f603819d	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
ec6d6c8c4f0a5d6a03c7f35b1ef644e2	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
d844db4e168b0fcf86e6bb3878d7b408	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
0ef153df22af7f66bd16ff13cfe2a79d	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
2b0b949f2f90569cbf555254ad35986c	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
712bccd276d21b59075a7ef681680508	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
921f187679d227a02360d1d3ee57a91d	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
0d10d6478a11d6fb263466520a046e5d	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
cfe72ae749026a38e3659a3ceab3e8bc	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
4759f5762f6209d0aa337fb94015ebbb	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
85836dbf281305b0966bb3d90d58ac18	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
fbf8bea727c234a40b2ddc72aabf209c	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
4a8c7047f4ac8439b0ccfebf0e6e8fee	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
bb86e236c5e25c1380bae892423681f9	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
e9f9690262c43c7b479f59d1a23d2396	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
6b9c0e900346d52853532aab4151a612	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
704a864f3192e0b4bac6e01797f68976	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
cd2008f506c9f1da421d21da25e7be10	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
63740382702519ef65d11e4749c5bbbe	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
bfeeb6b9cc1bc54590a9074538bdee51	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
14b7a1555c05e3c416e3e8a431c327ba	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
2d0acd5102e7e61125778337354f8635	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
1bcb545c75824cc5febc7d5ff551c265	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
3126da9ee333f0220fd54d4c1a5abf3c	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
c4d7384f597c004fc65b400760be0f23	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
f2870b5dae93998f926210eb541c5948	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
bc43fa8af84388436942efb03a93f0c8	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
0dfbaab57e620380f2f00c0e53700647	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
05dd6cae57a5b6eb78ea467dc31e0022	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
aaf42b0f0a42a6cc0dfa8062ebdb1987	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
039d5da0b8b5597ce8f94a620fb185d7	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
528ea4f20b4ba2bf3b11c9488a4c5376	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
da137b7aa0e24bad59103740566c3828	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
48368ffcf6cfdd3963e2a35739fdf98d	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
c9303aa9c8ab32b238c15406060f2226	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
79028f5eeb86b5605219ba1dac904f8b	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
b2e2ab45682d131b2b76568a08a001dd	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
79b45a3db0f59ec6a7e0dd119d3c1c5e	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
47057e7cf6bb8450032077e53727f4ae	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
3d5f2398c860a11e755352965860e2e6	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
71447a3719808b887bc0e267e068cc75	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
9792f788d89a6fb134dd0ae83bab9656	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
9b04a54e447338913f7e25b7cb992488	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
6ed5e4c3d3078dbb076218cf98e53787	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
eab0335bf37066e342013e7b0a8d34c2	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
d8d3986e48371e36800012252de1ef6c	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
4a5515f096a961c2e6513e37d8d4486d	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales			
4a4755edcd04a6fcde1eb09a2905b308	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Amphipleuraceae	g__Frustulia	s__Frustulia vulgaris
e64b8b098072cdf9a96696a4f0b23184	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Amphipleuraceae	g__Frustulia	s__Frustulia vulgaris
933117ab6b780e113d1857bffe6fbbf3	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Berkeleyaceae	g__Berkeleya	s__Berkeleya fennica
cae78c0424475b7e6c8c8d1cc107392e	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Naviculaceae	g__Haslea	s__Haslea ostrearia
f0a900d5852e31c37b47bc1a9cdb1539	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Naviculaceae	g__Haslea	s__Haslea pseudostrearia
9d584c96b5744055d05249dfa02fb98a	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Naviculaceae	g__Navicula	
fa05183143a70278b271ab438eb2c287	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Naviculaceae	g__Navicula	
f76467ecd45323056c86cbb5ab1ad43e	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Naviculaceae	g__Navicula	
a5cefd950649a62ebdee710acbc2cef8	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Naviculaceae	g__Navicula	s__Navicula cryptocephala
35ea8c88fa6d0936560edf5c85e35edf	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Naviculaceae	g__Navicula	s__Navicula cryptocephala
1ec9a4d09da0f97d89b28b6cd246f9a4	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Naviculaceae	g__Navicula	s__Navicula cryptocephala
7ce29458fd64fa2748bb0e69dd1dddcb	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Naviculaceae	g__Navicula	s__Navicula glaciei
e5cbfe487dd1afe1aacf04e7b33b53a1	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Naviculaceae	g__Navicula	s__Navicula ramosissima
799852d2994e5b79177ed6d333cd838f	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Naviculaceae	g__Navicula	s__Navicula ramosissima
2894da81d0c03de0623a9fea76950e89	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
f9b30d11ad8bc74003626053734a8fbe	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
50d465d2da147f7e4cf1d346c78f447c	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
c10525ccd8f8a79e04677773fc271916	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
4481a13ddba57eaa95d8cb6a3b7238a5	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
9662dc13493abbcadf85cda7f9425142	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
a28f7ee08d78418874e9e6faeef1b8d0	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
778af81234e9dafa9b6980a5f9596c22	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
8f0847d3e973e0a6961dd9184ff04926	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
5572c4e1a13d32f4d7b33f5bac50e022	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
78b97812cf3d2ac21b4c953747c1a38b	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
f098350a0377a5bda928f26f3a726dfd	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
b53c05d95d8daaf973174e81a596ce04	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
cc14a9b1d9b6fb3804fe47bed9844ca9	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
d114acef9ffc22f1caeecbe6328d212d	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
c94377baa294cce35211df2f55e52ad7	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
c38412c7998d5b3c8757e5eb59745ba6	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
96428fef02455b2ba5f3d8fd2870c740	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
39c117110bc16d3aaabf9cb6ceb9fab3	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
8d2fbbdc6182fe4cba9197d76459a78f	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
9010b0bab5e34e8a2fa2b35d387a7f2f	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
6e25c77bee0daefede1bcbb4b0c45396	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
d77d6704319f6742aa00e31a8d563f6a	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	
4f438eeeaf14a6397642222ab0a44267	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	s__Pinnularia acrosphaeria
e98dcb1c3515d92483ee3d7b0ea01ad1	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	s__Pinnularia acrosphaeria
ff14d822f049bd886a67137d7775f9d6	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	s__Pinnularia acrosphaeria
491ce52c3c0ca72fd2ddaaaa8451c5c9	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	s__Pinnularia acrosphaeria
91a863e37bbd8774c8f66e9538f772a0	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	s__Pinnularia acrosphaeria
6b06aaf7b16ddb337b53b70379147552	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	s__Pinnularia australomicrostauron
d44f5abf0503eb7f09d504b35617a353	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	s__Pinnularia macilenta
7c4935978f412c7d6de0de3242c7b6a6	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	s__Pinnularia macilenta
cb723ce659f5a8ae9d01144c17525ef5	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	s__Pinnularia neomajor
80ddf55e336f73fe79b3dd2a83aeccb3	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	s__Pinnularia subanglica
daecbe200ee095adf77f233830e5258c	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	s__Pinnularia subanglica
1b3673581ada3668a5292e3b4bfea0ce	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	s__Pinnularia subanglica
50b334ff336dc674b8aa0901b1a8e800	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	s__Pinnularia subanglica
09a0a16defe4b8c405d8cbcebb426dea	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Pinnulariaceae	g__Pinnularia	s__Pinnularia subcommutata
d02cc568289dec3d43753765356c35f6	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Fallacia	
aa76c7172664a618267229a3dd9c0841	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Fallacia	
08f3f91148b8bc0e043ba4bdcc86a494	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Fallacia	
368eb1044429983d50cdcfa1d5cd188a	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	
853a871fd5a3673be459ef20bc2f5e6f	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	
3614c2acc2c61b862acd8f8e9c7dd706	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	
25458a4c1cd7fdbc4762587774dc82bd	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	
17d8a52dfcffc2d8d75a9715ca56fddb	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	
0bf5ed97400889799a86492ff632d485	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	
8f95c88fefc44af53aa5f9d57162dd56	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	
7123e8df18e94608e0d2482ba7ed313d	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	
70b0f8f18674b55600521c66c898b642	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	s__Sellaphora capitata
50f90d61fb30cd8d0c97e324ee6b8244	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	s__Sellaphora pupula
9a38217de574190a12061135047dfaf4	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	s__Sellaphora pupula
f00a0b4e7b485192e9bd162c44b1f2bb	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	s__Sellaphora pupula
561cc4b1e679f34278fdec7e62864ae3	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	s__Sellaphora pupula
07abbe6f511963a1ae0044889bc1ce61	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	s__Sellaphora pupula
ab1f5d706d94a3fbb1a20d2ba827edb9	d__Eukaryota		p__Bacillariophyta	c__Bacillariophyceae	o__Naviculales	f__Sellaphoraceae	g__Sellaphora	s__Sellaphora pupula
1de9fc9772fb9117e5ecdc373be1d245	d__Eukaryota		p__Bacillariophyta	c__Coscinodiscophyceae				
0cfc1df2f0b5962cb64a0993a2557df1	d__Eukaryota		p__Bacillariophyta	c__Coscinodiscophyceae				
d38744048a6239cc5a553d1b2b47405c	d__Eukaryota		p__Bacillariophyta	c__Coscinodiscophyceae				
5b5015cfa8e22b601b95048d2944577e	d__Eukaryota		p__Bacillariophyta	c__Coscinodiscophyceae				
fd64eff93d9acf374c2cd1783ce17fe5	d__Eukaryota		p__Bacillariophyta	c__Coscinodiscophyceae				
